# Full-ISA Z80N golden vectors from the Spectrum Next FPGA Z80N core (HDL simulation of the core source).
# fmt: opcodehex AF BC DE HL IX IY memHL memDE | (post) AF BC DE HL IX IY memHL memDE  name
DDCB000E 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 A000 A001 A000 A000 A000 40 C0 IXCB
DDCB000E AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 A000 A001 A000 A000 A000 83 F7 IXCB
DDCB000E 1093 A000 A001 A000 A000 A000 42 01 | 1024 A000 A001 A000 A000 A000 21 01 IXCB
DDCB000F 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB000F 00FF A000 A001 A000 A000 A000 08 80 | 0400 A000 A001 A000 A000 A000 04 80 IXCB
DDCB000F FF28 A000 A001 A000 A000 A000 28 0F | 1404 A000 A001 A000 A000 A000 14 0F IXCB
DDCB000F 3C01 A000 A001 A000 A000 A000 FF 55 | FFAD A000 A001 A000 A000 A000 FF 55 IXCB
DDCB000F 8055 A000 A001 A000 A000 A000 AC 18 | 5604 A000 A001 A000 A000 A000 56 18 IXCB
DDCB000F 0F10 A000 A001 A000 A000 A000 80 C0 | 4000 A000 A001 A000 A000 A000 40 C0 IXCB
DDCB000F AAC3 A000 A001 A000 A000 A000 07 F7 | 8381 A000 A001 A000 A000 A000 83 F7 IXCB
DDCB000F 1093 A000 A001 A000 A000 A000 42 01 | 2124 A000 A001 A000 A000 A000 21 01 IXCB
DDCB0010 0000 A000 A001 A000 A000 A000 00 00 | 0044 0000 A001 A000 A000 A000 00 00 IXCB
DDCB0010 00FF A000 A001 A000 A000 A000 08 80 | 0004 1100 A001 A000 A000 A000 11 80 IXCB
DDCB0010 FF28 A000 A001 A000 A000 A000 28 0F | FF04 5000 A001 A000 A000 A000 50 0F IXCB
DDCB0010 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD FF00 A001 A000 A000 A000 FF 55 IXCB
DDCB0010 8055 A000 A001 A000 A000 A000 AC 18 | 800D 5900 A001 A000 A000 A000 59 18 IXCB
DDCB0010 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 0000 A001 A000 A000 A000 00 C0 IXCB
DDCB0010 AAC3 A000 A001 A000 A000 A000 07 F7 | AA0C 0F00 A001 A000 A000 A000 0F F7 IXCB
DDCB0010 1093 A000 A001 A000 A000 A000 42 01 | 1080 8500 A001 A000 A000 A000 85 01 IXCB
DDCB0011 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0011 00FF A000 A001 A000 A000 A000 08 80 | 0004 A011 A001 A000 A000 A000 11 80 IXCB
DDCB0011 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A050 A001 A000 A000 A000 50 0F IXCB
DDCB0011 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A0FF A001 A000 A000 A000 FF 55 IXCB
DDCB0011 8055 A000 A001 A000 A000 A000 AC 18 | 800D A059 A001 A000 A000 A000 59 18 IXCB
DDCB0011 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 A000 A001 A000 A000 A000 00 C0 IXCB
DDCB0011 AAC3 A000 A001 A000 A000 A000 07 F7 | AA0C A00F A001 A000 A000 A000 0F F7 IXCB
DDCB0011 1093 A000 A001 A000 A000 A000 42 01 | 1080 A085 A001 A000 A000 A000 85 01 IXCB
DDCB0012 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 0001 A000 A000 A000 00 00 IXCB
DDCB0012 00FF A000 A001 A000 A000 A000 08 80 | 0004 A000 1101 A000 A000 A000 11 80 IXCB
DDCB0012 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 5001 A000 A000 A000 50 0F IXCB
DDCB0012 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 FF01 A000 A000 A000 FF 55 IXCB
DDCB0012 8055 A000 A001 A000 A000 A000 AC 18 | 800D A000 5901 A000 A000 A000 59 18 IXCB
DDCB0012 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 A000 0001 A000 A000 A000 00 C0 IXCB
DDCB0012 AAC3 A000 A001 A000 A000 A000 07 F7 | AA0C A000 0F01 A000 A000 A000 0F F7 IXCB
DDCB0012 1093 A000 A001 A000 A000 A000 42 01 | 1080 A000 8501 A000 A000 A000 85 01 IXCB
DDCB0013 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A000 A000 A000 A000 00 00 IXCB
DDCB0013 00FF A000 A001 A000 A000 A000 08 80 | 0004 A000 A011 A000 A000 A000 11 80 IXCB
DDCB0013 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A050 A000 A000 A000 50 0F IXCB
DDCB0013 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A0FF A000 A000 A000 FF 55 IXCB
DDCB0013 8055 A000 A001 A000 A000 A000 AC 18 | 800D A000 A059 A000 A000 A000 59 18 IXCB
DDCB0013 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 A000 A000 A000 A000 A000 00 C0 IXCB
DDCB0013 AAC3 A000 A001 A000 A000 A000 07 F7 | AA0C A000 A00F A000 A000 A000 0F F7 IXCB
DDCB0013 1093 A000 A001 A000 A000 A000 42 01 | 1080 A000 A085 A000 A000 A000 85 01 IXCB
DDCB0014 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 0000 A000 A000 00 00 IXCB
DDCB0014 00FF A000 A001 A000 A000 A000 08 80 | 0004 A000 A001 1100 A000 A000 11 80 IXCB
DDCB0014 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 5000 A000 A000 50 0F IXCB
DDCB0014 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 FF00 A000 A000 FF 55 IXCB
DDCB0014 8055 A000 A001 A000 A000 A000 AC 18 | 800D A000 A001 5900 A000 A000 59 18 IXCB
DDCB0014 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 A000 A001 0000 A000 A000 00 C0 IXCB
DDCB0014 AAC3 A000 A001 A000 A000 A000 07 F7 | AA0C A000 A001 0F00 A000 A000 0F F7 IXCB
DDCB0014 1093 A000 A001 A000 A000 A000 42 01 | 1080 A000 A001 8500 A000 A000 85 01 IXCB
DDCB0015 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0015 00FF A000 A001 A000 A000 A000 08 80 | 0004 A000 A001 A011 A000 A000 11 80 IXCB
DDCB0015 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 A050 A000 A000 50 0F IXCB
DDCB0015 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 A0FF A000 A000 FF 55 IXCB
DDCB0015 8055 A000 A001 A000 A000 A000 AC 18 | 800D A000 A001 A059 A000 A000 59 18 IXCB
DDCB0015 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 A000 A001 A000 A000 A000 00 C0 IXCB
DDCB0015 AAC3 A000 A001 A000 A000 A000 07 F7 | AA0C A000 A001 A00F A000 A000 0F F7 IXCB
DDCB0015 1093 A000 A001 A000 A000 A000 42 01 | 1080 A000 A001 A085 A000 A000 85 01 IXCB
DDCB0016 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0016 00FF A000 A001 A000 A000 A000 08 80 | 0004 A000 A001 A000 A000 A000 11 80 IXCB
DDCB0016 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 A000 A000 A000 50 0F IXCB
DDCB0016 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 A000 A000 A000 FF 55 IXCB
DDCB0016 8055 A000 A001 A000 A000 A000 AC 18 | 800D A000 A001 A000 A000 A000 59 18 IXCB
DDCB0016 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 A000 A001 A000 A000 A000 00 C0 IXCB
DDCB0016 AAC3 A000 A001 A000 A000 A000 07 F7 | AA0C A000 A001 A000 A000 A000 0F F7 IXCB
DDCB0016 1093 A000 A001 A000 A000 A000 42 01 | 1080 A000 A001 A000 A000 A000 85 01 IXCB
DDCB0017 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0017 00FF A000 A001 A000 A000 A000 08 80 | 1104 A000 A001 A000 A000 A000 11 80 IXCB
DDCB0017 FF28 A000 A001 A000 A000 A000 28 0F | 5004 A000 A001 A000 A000 A000 50 0F IXCB
DDCB0017 3C01 A000 A001 A000 A000 A000 FF 55 | FFAD A000 A001 A000 A000 A000 FF 55 IXCB
DDCB0017 8055 A000 A001 A000 A000 A000 AC 18 | 590D A000 A001 A000 A000 A000 59 18 IXCB
DDCB0017 0F10 A000 A001 A000 A000 A000 80 C0 | 0045 A000 A001 A000 A000 A000 00 C0 IXCB
DDCB0017 AAC3 A000 A001 A000 A000 A000 07 F7 | 0F0C A000 A001 A000 A000 A000 0F F7 IXCB
DDCB0017 1093 A000 A001 A000 A000 A000 42 01 | 8580 A000 A001 A000 A000 A000 85 01 IXCB
DDCB0018 0000 A000 A001 A000 A000 A000 00 00 | 0044 0000 A001 A000 A000 A000 00 00 IXCB
DDCB0018 00FF A000 A001 A000 A000 A000 08 80 | 0084 8400 A001 A000 A000 A000 84 80 IXCB
DDCB0018 FF28 A000 A001 A000 A000 A000 28 0F | FF04 1400 A001 A000 A000 A000 14 0F IXCB
DDCB0018 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD FF00 A001 A000 A000 A000 FF 55 IXCB
DDCB0018 8055 A000 A001 A000 A000 A000 AC 18 | 8080 D600 A001 A000 A000 A000 D6 18 IXCB
DDCB0018 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 4000 A001 A000 A000 A000 40 C0 IXCB
DDCB0018 AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 8300 A001 A000 A000 A000 83 F7 IXCB
DDCB0018 1093 A000 A001 A000 A000 A000 42 01 | 10A0 A100 A001 A000 A000 A000 A1 01 IXCB
DDCB0019 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0019 00FF A000 A001 A000 A000 A000 08 80 | 0084 A084 A001 A000 A000 A000 84 80 IXCB
DDCB0019 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A014 A001 A000 A000 A000 14 0F IXCB
DDCB0019 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A0FF A001 A000 A000 A000 FF 55 IXCB
DDCB0019 8055 A000 A001 A000 A000 A000 AC 18 | 8080 A0D6 A001 A000 A000 A000 D6 18 IXCB
DDCB0019 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 A040 A001 A000 A000 A000 40 C0 IXCB
DDCB0019 AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 A083 A001 A000 A000 A000 83 F7 IXCB
DDCB0019 1093 A000 A001 A000 A000 A000 42 01 | 10A0 A0A1 A001 A000 A000 A000 A1 01 IXCB
DDCB001A 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 0001 A000 A000 A000 00 00 IXCB
DDCB001A 00FF A000 A001 A000 A000 A000 08 80 | 0084 A000 8401 A000 A000 A000 84 80 IXCB
DDCB001A FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 1401 A000 A000 A000 14 0F IXCB
DDCB001A 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 FF01 A000 A000 A000 FF 55 IXCB
DDCB001A 8055 A000 A001 A000 A000 A000 AC 18 | 8080 A000 D601 A000 A000 A000 D6 18 IXCB
DDCB001A 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 A000 4001 A000 A000 A000 40 C0 IXCB
DDCB001A AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 A000 8301 A000 A000 A000 83 F7 IXCB
DDCB001A 1093 A000 A001 A000 A000 A000 42 01 | 10A0 A000 A101 A000 A000 A000 A1 01 IXCB
DDCB001B 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A000 A000 A000 A000 00 00 IXCB
DDCB001B 00FF A000 A001 A000 A000 A000 08 80 | 0084 A000 A084 A000 A000 A000 84 80 IXCB
DDCB001B FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A014 A000 A000 A000 14 0F IXCB
DDCB001B 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A0FF A000 A000 A000 FF 55 IXCB
DDCB001B 8055 A000 A001 A000 A000 A000 AC 18 | 8080 A000 A0D6 A000 A000 A000 D6 18 IXCB
DDCB001B 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 A000 A040 A000 A000 A000 40 C0 IXCB
DDCB001B AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 A000 A083 A000 A000 A000 83 F7 IXCB
DDCB001B 1093 A000 A001 A000 A000 A000 42 01 | 10A0 A000 A0A1 A000 A000 A000 A1 01 IXCB
DDCB001C 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 0000 A000 A000 00 00 IXCB
DDCB001C 00FF A000 A001 A000 A000 A000 08 80 | 0084 A000 A001 8400 A000 A000 84 80 IXCB
DDCB001C FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 1400 A000 A000 14 0F IXCB
DDCB001C 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 FF00 A000 A000 FF 55 IXCB
DDCB001C 8055 A000 A001 A000 A000 A000 AC 18 | 8080 A000 A001 D600 A000 A000 D6 18 IXCB
DDCB001C 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 A000 A001 4000 A000 A000 40 C0 IXCB
DDCB001C AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 A000 A001 8300 A000 A000 83 F7 IXCB
DDCB001C 1093 A000 A001 A000 A000 A000 42 01 | 10A0 A000 A001 A100 A000 A000 A1 01 IXCB
DDCB001D 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB001D 00FF A000 A001 A000 A000 A000 08 80 | 0084 A000 A001 A084 A000 A000 84 80 IXCB
DDCB001D FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 A014 A000 A000 14 0F IXCB
DDCB001D 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 A0FF A000 A000 FF 55 IXCB
DDCB001D 8055 A000 A001 A000 A000 A000 AC 18 | 8080 A000 A001 A0D6 A000 A000 D6 18 IXCB
DDCB001D 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 A000 A001 A040 A000 A000 40 C0 IXCB
DDCB001D AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 A000 A001 A083 A000 A000 83 F7 IXCB
DDCB001D 1093 A000 A001 A000 A000 A000 42 01 | 10A0 A000 A001 A0A1 A000 A000 A1 01 IXCB
DDCB001E 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB001E 00FF A000 A001 A000 A000 A000 08 80 | 0084 A000 A001 A000 A000 A000 84 80 IXCB
DDCB001E FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 A000 A000 A000 14 0F IXCB
DDCB001E 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A001 A000 A000 A000 FF 55 IXCB
DDCB001E 8055 A000 A001 A000 A000 A000 AC 18 | 8080 A000 A001 A000 A000 A000 D6 18 IXCB
DDCB001E 0F10 A000 A001 A000 A000 A000 80 C0 | 0F00 A000 A001 A000 A000 A000 40 C0 IXCB
DDCB001E AAC3 A000 A001 A000 A000 A000 07 F7 | AA81 A000 A001 A000 A000 A000 83 F7 IXCB
DDCB001E 1093 A000 A001 A000 A000 A000 42 01 | 10A0 A000 A001 A000 A000 A000 A1 01 IXCB
DDCB001F 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB001F 00FF A000 A001 A000 A000 A000 08 80 | 8484 A000 A001 A000 A000 A000 84 80 IXCB
DDCB001F FF28 A000 A001 A000 A000 A000 28 0F | 1404 A000 A001 A000 A000 A000 14 0F IXCB
DDCB001F 3C01 A000 A001 A000 A000 A000 FF 55 | FFAD A000 A001 A000 A000 A000 FF 55 IXCB
DDCB001F 8055 A000 A001 A000 A000 A000 AC 18 | D680 A000 A001 A000 A000 A000 D6 18 IXCB
DDCB001F 0F10 A000 A001 A000 A000 A000 80 C0 | 4000 A000 A001 A000 A000 A000 40 C0 IXCB
DDCB001F AAC3 A000 A001 A000 A000 A000 07 F7 | 8381 A000 A001 A000 A000 A000 83 F7 IXCB
DDCB001F 1093 A000 A001 A000 A000 A000 42 01 | A1A0 A000 A001 A000 A000 A000 A1 01 IXCB
DDCB0020 0000 A000 A001 A000 A000 A000 00 00 | 0044 0000 A001 A000 A000 A000 00 00 IXCB
DDCB0020 00FF A000 A001 A000 A000 A000 08 80 | 0000 1000 A001 A000 A000 A000 10 80 IXCB
DDCB0020 FF28 A000 A001 A000 A000 A000 28 0F | FF04 5000 A001 A000 A000 A000 50 0F IXCB
DDCB0020 3C01 A000 A001 A000 A000 A000 FF 55 | 3CA9 FE00 A001 A000 A000 A000 FE 55 IXCB
DDCB0020 8055 A000 A001 A000 A000 A000 AC 18 | 8009 5800 A001 A000 A000 A000 58 18 IXCB
DDCB0020 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 0000 A001 A000 A000 A000 00 C0 IXCB
DDCB0020 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 0E00 A001 A000 A000 A000 0E F7 IXCB
DDCB0020 1093 A000 A001 A000 A000 A000 42 01 | 1084 8400 A001 A000 A000 A000 84 01 IXCB
DDCB0021 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0021 00FF A000 A001 A000 A000 A000 08 80 | 0000 A010 A001 A000 A000 A000 10 80 IXCB
DDCB0021 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A050 A001 A000 A000 A000 50 0F IXCB
DDCB0021 3C01 A000 A001 A000 A000 A000 FF 55 | 3CA9 A0FE A001 A000 A000 A000 FE 55 IXCB
DDCB0021 8055 A000 A001 A000 A000 A000 AC 18 | 8009 A058 A001 A000 A000 A000 58 18 IXCB
DDCB0021 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 A000 A001 A000 A000 A000 00 C0 IXCB
DDCB0021 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 A00E A001 A000 A000 A000 0E F7 IXCB
DDCB0021 1093 A000 A001 A000 A000 A000 42 01 | 1084 A084 A001 A000 A000 A000 84 01 IXCB
DDCB0022 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 0001 A000 A000 A000 00 00 IXCB
DDCB0022 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 1001 A000 A000 A000 10 80 IXCB
DDCB0022 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 5001 A000 A000 A000 50 0F IXCB
DDCB0022 3C01 A000 A001 A000 A000 A000 FF 55 | 3CA9 A000 FE01 A000 A000 A000 FE 55 IXCB
DDCB0022 8055 A000 A001 A000 A000 A000 AC 18 | 8009 A000 5801 A000 A000 A000 58 18 IXCB
DDCB0022 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 A000 0001 A000 A000 A000 00 C0 IXCB
DDCB0022 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 A000 0E01 A000 A000 A000 0E F7 IXCB
DDCB0022 1093 A000 A001 A000 A000 A000 42 01 | 1084 A000 8401 A000 A000 A000 84 01 IXCB
DDCB0023 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A000 A000 A000 A000 00 00 IXCB
DDCB0023 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A010 A000 A000 A000 10 80 IXCB
DDCB0023 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A050 A000 A000 A000 50 0F IXCB
DDCB0023 3C01 A000 A001 A000 A000 A000 FF 55 | 3CA9 A000 A0FE A000 A000 A000 FE 55 IXCB
DDCB0023 8055 A000 A001 A000 A000 A000 AC 18 | 8009 A000 A058 A000 A000 A000 58 18 IXCB
DDCB0023 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 A000 A000 A000 A000 A000 00 C0 IXCB
DDCB0023 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 A000 A00E A000 A000 A000 0E F7 IXCB
DDCB0023 1093 A000 A001 A000 A000 A000 42 01 | 1084 A000 A084 A000 A000 A000 84 01 IXCB
DDCB0024 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 0000 A000 A000 00 00 IXCB
DDCB0024 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A001 1000 A000 A000 10 80 IXCB
DDCB0024 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 5000 A000 A000 50 0F IXCB
DDCB0024 3C01 A000 A001 A000 A000 A000 FF 55 | 3CA9 A000 A001 FE00 A000 A000 FE 55 IXCB
DDCB0024 8055 A000 A001 A000 A000 A000 AC 18 | 8009 A000 A001 5800 A000 A000 58 18 IXCB
DDCB0024 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 A000 A001 0000 A000 A000 00 C0 IXCB
DDCB0024 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 A000 A001 0E00 A000 A000 0E F7 IXCB
DDCB0024 1093 A000 A001 A000 A000 A000 42 01 | 1084 A000 A001 8400 A000 A000 84 01 IXCB
DDCB0025 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0025 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A001 A010 A000 A000 10 80 IXCB
DDCB0025 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 A050 A000 A000 50 0F IXCB
DDCB0025 3C01 A000 A001 A000 A000 A000 FF 55 | 3CA9 A000 A001 A0FE A000 A000 FE 55 IXCB
DDCB0025 8055 A000 A001 A000 A000 A000 AC 18 | 8009 A000 A001 A058 A000 A000 58 18 IXCB
DDCB0025 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 A000 A001 A000 A000 A000 00 C0 IXCB
DDCB0025 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 A000 A001 A00E A000 A000 0E F7 IXCB
DDCB0025 1093 A000 A001 A000 A000 A000 42 01 | 1084 A000 A001 A084 A000 A000 84 01 IXCB
DDCB0026 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0026 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A001 A000 A000 A000 10 80 IXCB
DDCB0026 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A001 A000 A000 A000 50 0F IXCB
DDCB0026 3C01 A000 A001 A000 A000 A000 FF 55 | 3CA9 A000 A001 A000 A000 A000 FE 55 IXCB
DDCB0026 8055 A000 A001 A000 A000 A000 AC 18 | 8009 A000 A001 A000 A000 A000 58 18 IXCB
DDCB0026 0F10 A000 A001 A000 A000 A000 80 C0 | 0F45 A000 A001 A000 A000 A000 00 C0 IXCB
DDCB0026 AAC3 A000 A001 A000 A000 A000 07 F7 | AA08 A000 A001 A000 A000 A000 0E F7 IXCB
DDCB0026 1093 A000 A001 A000 A000 A000 42 01 | 1084 A000 A001 A000 A000 A000 84 01 IXCB
DDCB0027 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0027 00FF A000 A001 A000 A000 A000 08 80 | 1000 A000 A001 A000 A000 A000 10 80 IXCB
DDCB0027 FF28 A000 A001 A000 A000 A000 28 0F | 5004 A000 A001 A000 A000 A000 50 0F IXCB
DDCB0027 3C01 A000 A001 A000 A000 A000 FF 55 | FEA9 A000 A001 A000 A000 A000 FE 55 IXCB
DDCB0027 8055 A000 A001 A000 A000 A000 AC 18 | 5809 A000 A001 A000 A000 A000 58 18 IXCB
DDCB0027 0F10 A000 A001 A000 A000 A000 80 C0 | 0045 A000 A001 A000 A000 A000 00 C0 IXCB
DDCB0027 AAC3 A000 A001 A000 A000 A000 07 F7 | 0E08 A000 A001 A000 A000 A000 0E F7 IXCB
DDCB0027 1093 A000 A001 A000 A000 A000 42 01 | 8484 A000 A001 A000 A000 A000 84 01 IXCB
DDCB0028 0000 A000 A001 A000 A000 A000 00 00 | 0044 0000 A001 A000 A000 A000 00 00 IXCB
DDCB0028 00FF A000 A001 A000 A000 A000 08 80 | 0000 0400 A001 A000 A000 A000 04 80 IXCB
DDCB0028 FF28 A000 A001 A000 A000 A000 28 0F | FF04 1400 A001 A000 A000 A000 14 0F IXCB
DDCB0028 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD FF00 A001 A000 A000 A000 FF 55 IXCB
DDCB0028 8055 A000 A001 A000 A000 A000 AC 18 | 8080 D600 A001 A000 A000 A000 D6 18 IXCB
DDCB0028 0F10 A000 A001 A000 A000 A000 80 C0 | 0F84 C000 A001 A000 A000 A000 C0 C0 IXCB
DDCB0028 AAC3 A000 A001 A000 A000 A000 07 F7 | AA05 0300 A001 A000 A000 A000 03 F7 IXCB
DDCB0028 1093 A000 A001 A000 A000 A000 42 01 | 1024 2100 A001 A000 A000 A000 21 01 IXCB
DDCB0029 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A001 A000 A000 A000 00 00 IXCB
DDCB0029 00FF A000 A001 A000 A000 A000 08 80 | 0000 A004 A001 A000 A000 A000 04 80 IXCB
DDCB0029 FF28 A000 A001 A000 A000 A000 28 0F | FF04 A014 A001 A000 A000 A000 14 0F IXCB
DDCB0029 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A0FF A001 A000 A000 A000 FF 55 IXCB
DDCB0029 8055 A000 A001 A000 A000 A000 AC 18 | 8080 A0D6 A001 A000 A000 A000 D6 18 IXCB
DDCB0029 0F10 A000 A001 A000 A000 A000 80 C0 | 0F84 A0C0 A001 A000 A000 A000 C0 C0 IXCB
DDCB0029 AAC3 A000 A001 A000 A000 A000 07 F7 | AA05 A003 A001 A000 A000 A000 03 F7 IXCB
DDCB0029 1093 A000 A001 A000 A000 A000 42 01 | 1024 A021 A001 A000 A000 A000 21 01 IXCB
DDCB002A 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 0001 A000 A000 A000 00 00 IXCB
DDCB002A 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 0401 A000 A000 A000 04 80 IXCB
DDCB002A FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 1401 A000 A000 A000 14 0F IXCB
DDCB002A 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 FF01 A000 A000 A000 FF 55 IXCB
DDCB002A 8055 A000 A001 A000 A000 A000 AC 18 | 8080 A000 D601 A000 A000 A000 D6 18 IXCB
DDCB002A 0F10 A000 A001 A000 A000 A000 80 C0 | 0F84 A000 C001 A000 A000 A000 C0 C0 IXCB
DDCB002A AAC3 A000 A001 A000 A000 A000 07 F7 | AA05 A000 0301 A000 A000 A000 03 F7 IXCB
DDCB002A 1093 A000 A001 A000 A000 A000 42 01 | 1024 A000 2101 A000 A000 A000 21 01 IXCB
DDCB002B 0000 A000 A001 A000 A000 A000 00 00 | 0044 A000 A000 A000 A000 A000 00 00 IXCB
DDCB002B 00FF A000 A001 A000 A000 A000 08 80 | 0000 A000 A004 A000 A000 A000 04 80 IXCB
DDCB002B FF28 A000 A001 A000 A000 A000 28 0F | FF04 A000 A014 A000 A000 A000 14 0F IXCB
DDCB002B 3C01 A000 A001 A000 A000 A000 FF 55 | 3CAD A000 A0FF A000 A000 A000 FF 55 IXCB
